,city,year,weekofyear,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,kmeans2ciudades
396,sj,1997,50.0,0.05996666666666667,0.1278225242290522,0.20313015218956043,0.2354714,0.0,300.132857143,300.35,295.152857143,302.0,298.8,0.3,74.2814285714,0.0,16.53,2.67142857143,299.9071428571,281.40714285714,305.34999999999997,294.84999999999997,0.0,2
397,sj,1997,51.0,0.06313333333333333,0.0001,0.2579571,0.2339,0.0,299.638571429,299.664285714,294.795714286,301.6,298.1,3.9,74.7957142857,0.0,16.1457142857,2.47142857143,299.7214285714,280.45,305.34999999999997,295.34999999999997,1.5,2
398,sj,1997,52.0,0.0663,0.075925,0.2132111,0.2257889,22.52,299.214285714,299.285714286,295.351428571,301.7,297.6,16.3,79.47,22.52,16.7042857143,2.57142857143,299.86428571429997,280.72142857142995,304.84999999999997,295.34999999999997,17.3,2
399,sj,1998,1.0,0.0455,0.0478,0.1239857,0.08344286,16.555,299.02071428550005,299.1392857145,295.1907142855,301.2,297.4,30.35,79.5507142857,16.555,16.5335714286,2.364285714285,299.6857142857,280.00714285714497,304.84999999999997,295.65,25.299999999999997,4
400,sj,1998,2.0,0.05076667,0.0341,0.2233714,0.1341571,10.59,298.827142857,298.992857143,295.03,300.7,297.2,44.4,79.6314285714,10.59,16.3628571429,2.15714285714,299.5071428571,279.29285714286,304.84999999999997,295.95,33.3,4
401,sj,1998,3.0,-0.01615,0.1278225242290522,0.20313015218956043,0.1985714,106.97,297.612857143,297.685714286,294.852857143,300.2,296.4,53.2,84.6942857143,106.97,16.2085714286,1.88571428571,298.03571428569995,279.00714285713997,302.54999999999995,293.75,152.4,0
402,sj,1998,4.0,0.1797,0.03345,0.2514571,0.1921,0.0,298.611428571,298.8,294.51,300.6,296.8,8.4,78.1828571429,0.0,15.8814285714,2.4,298.7642857143,279.63571428571,302.54999999999995,294.25,4.8,4
403,sj,1998,5.0,0.13155,0.045825,0.1461143,0.1313571,7.72,298.694285714,298.857142857,294.19,300.6,297.0,16.3,76.2614285714,7.72,15.5614285714,2.34285714286,299.6928571429,280.40714285714,304.25,295.34999999999997,1.3,4
404,sj,1998,6.0,-0.0479,0.1278225242290522,0.20313015218956043,0.09734286,0.0,298.578571429,298.807142857,293.971428571,301.3,296.6,8.6,75.7771428571,0.0,15.3614285714,3.27142857143,299.7357142857,281.26428571429,304.84999999999997,294.25,0.0,4
405,sj,1998,7.0,0.11825,0.0559,0.1819,0.1763143,142.6,299.058571429,299.25,295.628571429,302.2,296.7,18.5,81.6128571429,142.6,17.0885714286,2.95714285714,300.4071428571,280.04999999999995,305.34999999999997,295.95,79.2,0
406,sj,1998,8.0,0.136375,0.0754,0.2395714,0.2387,0.0,297.59,297.835714286,291.901428571,300.2,296.2,3.1,70.7014285714,0.0,13.5128571429,2.24285714286,297.56428571429996,279.23571428571,302.04999999999995,293.15,8.7,4
407,sj,1998,9.0,0.1545,0.0849,0.24338,0.1549833,0.0,298.892857143,299.128571429,294.114285714,300.6,297.8,1.1,75.0157142857,0.0,15.4771428571,2.28571428571,299.4214285714,281.09285714286,304.25,294.25,6.4,4
408,sj,1998,10.0,0.06366667,0.09633333,0.1728429,0.1622143,0.0,297.655714286,297.792857143,293.5,301.1,295.0,10.3,77.9242857143,0.0,14.9357142857,2.84285714286,298.7642857143,280.40714285714,305.34999999999997,294.25,7.0,4
409,sj,1998,11.0,0.062033334999999995,0.0797,0.1391714,0.1625286,0.0,298.278571429,298.385714286,294.697142857,301.2,295.7,42.78,80.7785714286,0.0,16.0814285714,2.22857142857,298.9642857143,280.04999999999995,305.34999999999997,294.25,15.1,4
410,sj,1998,12.0,0.0604,0.08823333,0.2129286,0.2124143,0.0,298.175714286,298.371428571,292.907142857,300.4,296.2,0.6,72.6428571429,0.0,14.3671428571,2.51428571429,298.03571428569995,280.16428571429,302.04999999999995,293.75,27.7,4
411,sj,1998,13.0,0.0638,0.0731,0.1881667,0.1685,0.0,298.502857143,298.664285714,294.098571429,300.7,296.5,21.0,76.6757142857,0.0,15.48,2.55714285714,299.37857142859997,280.04999999999995,304.25,295.34999999999997,16.5,4
412,sj,1998,14.0,0.0672,0.02766667,0.1485333,0.1277429,72.98,298.044285714,298.192857143,294.628571429,301.1,296.5,41.2,81.4057142857,72.98,15.9985714286,2.52857142857,298.86428571429997,279.34999999999997,304.84999999999997,294.84999999999997,15.5,0
413,sj,1998,15.0,0.048,0.0652,0.09894286,0.1027714,12.01,297.871428571,298.2,294.215714286,300.8,295.6,19.0,80.19,12.01,15.6357142857,3.0,299.1785714286,279.50714285713997,304.84999999999997,294.84999999999997,10.7,4
414,sj,1998,16.0,0.0308,0.076,0.1139714,0.1258571,0.0,298.472857143,298.578571429,294.97,300.7,296.5,23.9,81.1457142857,0.0,16.4028571429,2.15714285714,300.07857142859996,279.26428571429,307.04999999999995,295.34999999999997,7.9,0
415,sj,1998,17.0,0.0671,0.09136667,0.1444857,0.1479571,22.22,297.735714286,297.792857143,293.542857143,299.8,296.2,24.3,77.7128571429,22.22,15.0142857143,2.15714285714,298.75,279.00714285713997,302.54999999999995,294.84999999999997,73.4,0
416,sj,1998,18.0,0.1063,0.0461,0.2191857,0.2073286,71.64,299.565714286,299.835714286,295.834285714,301.5,298.2,11.7,80.0728571429,71.64,17.2314285714,2.35714285714,300.02142857139995,280.04999999999995,304.25,295.95,16.3,1
417,sj,1998,19.0,0.06986666666666666,0.09693333,0.1582429,0.1198143,0.0,299.132857143,299.292857143,294.827142857,301.3,297.7,17.6,77.3314285714,0.0,16.2214285714,2.18571428571,299.9357142857,279.34999999999997,304.25,295.34999999999997,6.9,0
418,sj,1998,20.0,0.03343333333333333,0.04255,0.1317833,0.1003,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.4014285714,55.76,16.5028571429,3.62857142857,300.29285714289995,280.16428571429,307.04999999999995,295.34999999999997,7.1,1
419,sj,1998,21.0,-0.003,0.033625,0.1648667,0.1742,56.4,300.024285714,300.085714286,297.062857143,302.9,297.8,53.7,84.0714285714,56.4,18.6142857143,2.82857142857,301.06428571429996,280.12142857143,307.54999999999995,296.45,59.1,1
420,sj,1998,22.0,0.0484,0.0372,0.1550833,0.1645167,15.86,299.842857143,299.935714286,297.02,302.3,298.4,59.4,84.6357142857,15.86,18.5114285714,2.18571428571,301.1214285714,278.80714285714,304.25,297.54999999999995,13.8,1
421,sj,1998,23.0,-0.0427,0.07076667,0.1536,0.1221429,8.19,299.618571429,299.807142857,296.351428571,301.4,298.1,35.8,82.46,8.19,17.7657142857,2.32857142857,301.0071428571,279.34999999999997,305.34999999999997,297.04999999999995,10.5,3
422,sj,1998,24.0,0.12125,0.12125,0.2368143,0.2751714,86.21,300.757142857,300.842857143,297.451428571,302.7,299.2,20.7,82.3057142857,86.21,18.9914285714,2.42857142857,301.57857142859996,280.13571428571,305.95,297.04999999999995,38.6,1
423,sj,1998,25.0,0.0725,0.0509,0.2078286,0.1756286,49.52,300.517142857,300.564285714,296.435714286,303.0,298.9,15.4,78.53,49.52,17.8542857143,2.38571428571,301.25,279.67857142856997,305.95,297.04999999999995,23.4,3
424,sj,1998,26.0,0.03745,0.0167,0.1447,0.1523571,72.08,299.944285714,299.95,296.995714286,302.3,298.3,71.33,84.0257142857,72.08,18.47,2.35714285714,301.36428571429997,279.89285714285995,305.34999999999997,297.04999999999995,20.6,1
425,sj,1998,27.0,0.0715,0.096075,0.1718429,0.1558857,20.06,300.595714286,300.721428571,296.847142857,302.7,299.0,33.31,80.0857142857,20.06,18.2785714286,2.3,301.7642857143,279.00714285713997,305.34999999999997,298.15,0.0,3
426,sj,1998,28.0,-0.03095,0.0628,0.1886286,0.1695286,54.05,300.452857143,300.435714286,296.924285714,302.9,298.5,45.31,81.29,54.05,18.3914285714,2.3,301.53571428569995,279.89285714285995,305.95,295.95,11.7,1
427,sj,1998,29.0,0.0289,0.04713333,0.08254286,0.06893333,10.42,300.337142857,300.457142857,296.288571429,302.8,298.1,30.86,78.99,10.42,17.7157142857,2.71428571429,301.53571428569995,280.22142857142995,306.45,297.04999999999995,62.5,3
428,sj,1998,30.0,0.0554,0.1065,0.1776429,0.1602571,68.74,299.822857143,299.885714286,296.502857143,302.2,298.1,93.68,82.2128571429,68.74,17.9457142857,1.88571428571,300.7071428571,279.83571428570997,304.84999999999997,297.04999999999995,81.9,1
429,sj,1998,31.0,0.14065,0.127,0.26975,0.2465286,16.03,300.061428571,300.035714286,297.038571429,302.0,298.5,107.87,83.7428571429,16.03,18.5471428571,2.04285714286,301.4214285714,278.87857142856996,304.84999999999997,297.04999999999995,20.5,1
430,sj,1998,32.0,0.02866667,0.057625,0.1758571,0.1526857,25.79,300.662857143,300.885714286,297.127142857,303.2,298.6,27.7,81.2171428571,25.79,18.6314285714,2.91428571429,301.6071428571,279.33571428570997,305.34999999999997,297.54999999999995,6.2,3
431,sj,1998,33.0,0.05346667,0.0935,0.1854333,0.1739,38.44,300.668571429,300.621428571,297.457142857,303.1,298.9,55.9,82.8,38.44,19.0157142857,2.27142857143,302.2214285714,279.49285714286,305.95,297.54999999999995,3.8,3
432,sj,1998,34.0,0.1072,0.0567,0.1809667,0.1720333,24.34,300.367142857,300.35,297.467142857,303.0,298.9,63.2,84.2028571429,24.34,19.01,1.72857142857,302.36428571429997,279.56428571428995,305.95,298.15,20.4,3
433,sj,1998,35.0,0.0307,0.07575,0.1548167,0.1902571,96.58,300.468571429,300.578571429,297.401428571,303.1,298.7,98.3,83.45,96.58,19.0271428571,2.67142857143,301.1928571429,279.97857142857,307.04999999999995,296.45,146.4,1
434,sj,1998,36.0,0.0388,0.05403333,0.1585429,0.1456429,47.74,300.687142857,300.707142857,297.328571429,303.4,298.4,52.5,82.1928571429,47.74,18.9085714286,2.9,301.9071428571,280.27857142857,307.04999999999995,295.95,27.4,3
435,sj,1998,37.0,0.07465,0.05796667,0.1518857,0.122,72.73,300.147142857,300.2,297.16,302.0,298.7,73.6,84.0028571429,72.73,18.7242857143,2.02857142857,301.4785714286,279.99285714286,305.34999999999997,297.54999999999995,61.3,1
436,sj,1998,38.0,0.06275,0.0401,0.1554833,0.14148,35.03,300.587142857,300.607142857,297.275714286,303.0,298.8,33.83,82.3328571429,35.03,18.8471428571,2.18571428571,301.87857142859997,280.13571428571,307.54999999999995,297.54999999999995,39.7,3
437,sj,1998,39.0,0.05085,0.04685,0.2315857,0.2066857,82.87,300.13,300.185714286,297.06,302.1,298.8,55.8,83.3314285714,82.87,18.5814285714,1.85714285714,300.9214285714,279.37857142856996,305.34999999999997,297.54999999999995,123.6,1
438,sj,1998,40.0,-0.0022,0.0382,0.1618857,0.1683143,45.70209134615384,300.597142857,300.757142857,296.538571429,302.9,298.5,40.1255940934066,78.7828571429,45.70209134615384,18.0614285714,2.8,301.06428571429996,279.43571428571,305.95,297.04999999999995,39.362293956043956,3
439,sj,1998,41.0,0.005633333333333332,0.1278225242290522,0.20313015218956043,0.1492,33.26,300.712857143,300.742857143,296.921428571,302.9,298.9,28.3,79.9985714286,33.26,18.4185714286,2.34285714286,301.4071428571,278.65,304.84999999999997,297.54999999999995,25.0,3
440,sj,1998,42.0,0.013466666666666665,0.08155,0.1864143,0.1386857,25.94,300.795714286,300.857142857,296.612857143,302.9,299.3,18.5,78.0985714286,25.94,18.0914285714,2.68571428571,300.9071428571,279.46428571429,304.84999999999997,296.45,15.5,3
441,sj,1998,43.0,0.0213,0.085,0.1969667,0.1962,32.09,300.247142857,300.235714286,296.9,301.9,298.8,36.5,82.0385714286,32.09,18.41,2.12857142857,301.30714285709996,280.07857142857,307.04999999999995,297.04999999999995,26.7,3
442,sj,1998,44.0,-0.0359,0.1278225242290522,0.20313015218956043,0.09242857,182.46,299.848571429,299.985714286,296.867142857,302.1,297.7,92.4,83.8657142857,182.46,18.3757142857,2.08571428571,300.86428571429997,279.27857142857,305.95,296.45,54.6,1
443,sj,1998,45.0,-0.016016666500000002,0.1278225242290522,0.20313015218956043,0.1698,121.65,299.652857143,299.692857143,296.942857143,301.7,298.5,89.5,85.12,121.65,18.4842857143,1.78571428571,300.57857142859996,279.60714285714,304.25,296.45,81.5,1
444,sj,1998,46.0,0.003866667,0.1278225242290522,0.20313015218956043,0.09834286,18.07,300.002857143,300.05,296.42,302.4,297.9,36.1,80.9142857143,18.07,17.8685714286,2.07142857143,300.9357142857,279.82142857143,305.95,296.45,8.7,3
445,sj,1998,47.0,0.0269833335,0.004249999999999997,0.2537429,0.2166143,110.03,298.675714286,298.657142857,296.182857143,300.3,297.3,143.4,86.2142857143,110.03,17.6271428571,1.48571428571,299.87857142859997,279.36428571428996,303.75,296.45,71.3,1
446,sj,1998,48.0,0.0501,0.06575,0.1662429,0.1467571,0.0,299.232857143,299.321428571,295.492857143,301.4,297.4,57.1,80.0214285714,0.0,16.8671428571,2.01428571429,299.7071428571,278.83571428570997,303.15,295.95,29.8,2
447,sj,1998,49.0,0.05675,0.06565,0.06918571,0.05278571,22.35,298.301428571,298.257142857,295.172857143,300.4,296.5,115.77,83.0242857143,22.35,16.5871428571,1.88571428571,298.79285714289995,279.09285714286,302.54999999999995,295.34999999999997,48.2,2
448,sj,1998,50.0,0.0619,0.002633333,0.2133,0.1730143,152.94,298.094285714,298.15,295.54,299.8,297.1,158.72,85.9114285714,152.94,16.9657142857,1.35714285714,298.9642857143,278.16428571429,302.04999999999995,295.95,97.6,1
449,sj,1998,51.0,-0.08216667,0.1278225242290522,0.20313015218956043,0.1700571,16.76,299.042857143,299.1,295.032857143,300.9,297.6,10.2,78.6685714286,16.76,16.4085714286,1.97142857143,299.2214285714,278.69285714285996,304.25,295.95,18.9,2
450,sj,1998,52.0,0.06056667,0.1278225242290522,0.20313015218956043,0.0981875,0.0,299.282857143,299.435714286,295.215714286,301.4,298.0,12.8,78.4185714286,0.0,16.5642857143,2.12857142857,299.07857142859996,279.19285714285996,303.15,295.34999999999997,29.7,2
451,sj,1999,53.0,-0.00625555333333333,0.1278225242290522,0.20313015218956043,0.1308021,22.695,298.9914285715,299.125,295.1564285715,301.04999999999995,297.65,15.26,79.50785714285,22.695,16.5085714286,2.2785714285700003,298.9,278.907142857145,302.59999999999997,295.34999999999997,22.95,2
452,sj,1999,1.0,-0.07307777666666666,0.1278225242290522,0.20313015218956043,0.1634167,45.39,298.7,298.814285714,295.097142857,300.7,297.3,17.72,80.5971428571,45.39,16.4528571429,2.42857142857,298.7214285714,278.62142857143,302.04999999999995,295.34999999999997,16.2,4
453,sj,1999,2.0,-0.1399,0.1278225242290522,0.20313015218956043,0.1448429,0.0,298.482857143,298.55,294.12,300.1,297.4,12.6,76.9542857143,0.0,15.4928571429,1.67142857143,298.2214285714,278.87857142856996,301.45,293.15,20.6,4
454,sj,1999,3.0,-0.0698,0.1278225242290522,0.20313015218956043,0.1158429,47.16,297.861428571,297.971428571,294.408571429,300.0,296.1,20.62,81.31,47.16,15.7685714286,2.2,298.1357142857,280.03571428570996,303.15,294.25,27.2,0
455,sj,1999,4.0,0.0535,0.1278225242290522,0.20313015218956043,0.1406143,0.0,297.442857143,297.571428571,293.701428571,299.1,295.8,40.75,79.6714285714,0.0,15.0728571429,1.77142857143,298.03571428569995,279.56428571428995,301.45,294.25,8.6,4
456,sj,1999,5.0,0.060200000000000004,0.05145,0.2175,0.1739286,0.0,296.772857143,296.757142857,290.955714286,299.3,294.5,14.9,70.1985714286,0.0,12.7414285714,2.0,297.32142857139996,278.79285714286,300.95,292.54999999999995,18.0,4
457,sj,1999,6.0,0.0669,0.043925000000000006,0.2283286,0.2092,0.0,296.668571429,296.785714286,290.552857143,298.9,295.3,4.7,68.6414285714,0.0,12.3657142857,1.91428571429,296.54999999999995,280.53571428570996,300.95,290.95,2.9,4
458,sj,1999,7.0,0.0263,0.0364,0.1718571,0.1876,18.66,297.218571429,297.442857143,292.73,299.4,295.5,18.64,76.2457142857,18.66,14.2257142857,2.57142857143,297.4785714286,280.66428571429,302.54999999999995,292.54999999999995,24.8,4
459,sj,1999,8.0,0.12905,0.086,0.1234714,0.1325,23.9,295.938571429,296.114285714,290.634285714,299.7,293.7,8.7,72.2514285714,23.9,12.4928571429,2.71428571429,297.1928571429,280.04999999999995,302.04999999999995,292.04999999999995,0.0,4
460,sj,1999,9.0,-0.0509,0.03793333,0.1977167,0.1614667,0.0,297.542857143,297.678571429,293.311428571,299.7,295.3,8.3,77.4271428571,0.0,14.73,2.78571428571,298.15,280.57857142857,302.54999999999995,293.75,40.1,4
461,sj,1999,10.0,-0.071225,0.043425,0.1611167,0.2284286,0.0,297.882857143,298.071428571,292.421428571,299.7,296.0,0.4,71.6914285714,0.0,13.9357142857,2.48571428571,298.1071428571,280.66428571429,302.54999999999995,293.75,0.0,4
462,sj,1999,11.0,-0.10475,0.0402,0.2573714,0.2754429,5.5,297.542857143,297.8,292.764285714,300.0,295.8,5.5,74.8042857143,5.5,14.2442857143,3.0,298.03571428569995,280.49285714286,304.25,293.75,8.4,4
463,sj,1999,12.0,0.135,0.03233333,0.1988,0.1830571,5.24,298.222857143,298.45,293.23,300.5,296.3,3.1,73.94,5.24,14.6714285714,2.84285714286,298.82142857139996,280.82142857143,303.75,294.25,0.0,4
464,sj,1999,13.0,0.0541,0.1278225242290522,0.20313015218956043,0.1370571,15.91,298.308571429,298.414285714,294.377142857,300.4,296.1,8.9,78.91,15.91,15.7328571429,2.31428571429,298.89285714289997,280.04999999999995,303.75,294.84999999999997,7.9,4
465,sj,1999,14.0,0.0441,0.00075,0.2009429,0.2108429,18.76,297.975714286,298.092857143,293.272857143,300.1,295.7,16.2,75.3885714286,18.76,14.7457142857,2.58571428571,298.7642857143,279.17857142856997,302.54999999999995,294.25,30.8,4
466,sj,1999,15.0,0.0341,0.0351,0.1027857,0.09751429,75.59,297.481428571,297.642857143,292.405714286,301.0,295.2,12.76,73.6414285714,75.59,13.9742857143,3.6,298.53571428569995,279.82142857143,303.15,294.25,19.8,0
467,sj,1999,16.0,0.0869,0.03965,0.1907857,0.1153857,0.0,299.254285714,299.457142857,294.524285714,301.4,296.7,2.0,75.39,0.0,15.8685714286,3.2,300.06428571429996,280.63571428571,305.34999999999997,295.95,9.2,0
468,sj,1999,17.0,0.07295,0.02765,0.1945833,0.1375,10.2,299.035714286,299.15,294.201428571,301.0,297.2,5.35,74.7985714286,10.2,15.5614285714,2.72857142857,299.83571428569996,280.53571428570996,304.84999999999997,295.34999999999997,4.1,0
469,sj,1999,18.0,0.064,0.04806667,0.1721429,0.1899429,88.2,299.431428571,299.5,295.415714286,301.8,298.0,13.3,78.6828571429,88.2,16.7957142857,2.08571428571,301.37857142859997,282.36428571428996,307.04999999999995,295.34999999999997,0.5,1
470,sj,1999,19.0,0.058058332500000004,0.0578,0.0804,0.08112,46.5,299.098571429,299.121428571,294.572857143,301.0,297.2,14.28,76.3085714286,46.5,15.9671428571,2.58571428571,300.1071428571,280.77857142857,305.95,294.84999999999997,73.1,0
471,sj,1999,20.0,0.052116665,0.09066667,0.1944714,0.1691571,33.82,299.775714286,299.935714286,295.268571429,302.6,297.0,22.1,76.5985714286,33.82,16.6514285714,3.18571428571,300.9785714286,280.47857142857,306.45,296.45,14.3,3
472,sj,1999,21.0,0.046174997499999995,0.0738,0.1826429,0.1713286,15.26,300.052857143,300.164285714,296.214285714,302.4,298.6,18.64,79.7171428571,15.26,17.6385714286,2.21428571429,301.53571428569995,279.89285714285995,306.45,297.54999999999995,8.2,3
473,sj,1999,22.0,0.04023333,0.1278225242290522,0.20313015218956043,0.09056667,2.16,300.587142857,300.671428571,296.235714286,302.7,298.4,6.6,77.3714285714,2.16,17.6442857143,3.25714285714,301.56428571429996,279.72142857142995,306.45,297.04999999999995,5.9,3
474,sj,1999,23.0,0.0499,0.0499,0.07223333,0.08013333,100.35,300.025714286,299.978571429,296.43,302.0,298.3,24.8,80.7542857143,100.35,17.8542857143,2.5,301.06428571429996,280.70714285713996,307.04999999999995,295.95,56.8,1
475,sj,1999,24.0,0.0617916675,0.06756667,0.1184833,0.09545,115.14,300.351428571,300.378571429,296.54,302.3,298.7,30.1,79.75,115.14,17.9828571429,2.38571428571,300.84999999999997,279.99285714286,304.84999999999997,297.04999999999995,17.6,1
476,sj,1999,25.0,0.073683335,0.01375,0.0755,0.13685,96.93,299.367142857,299.314285714,296.415714286,301.6,297.9,81.61,83.9614285714,96.93,17.8442857143,1.94285714286,300.36428571429997,279.03571428570996,304.25,295.95,60.6,1
477,sj,1999,26.0,0.0855750025,0.063,0.1645714,0.1307143,17.32,300.148571429,300.257142857,296.622857143,302.4,298.3,25.74,81.25,17.32,18.0514285714,2.34285714286,301.59285714289996,278.47857142857,304.84999999999997,298.15,5.4,3
478,sj,1999,27.0,0.09746667,0.08616667,0.1838571,0.1788857,73.3,299.504285714,299.535714286,295.92,301.4,297.8,55.1,80.7985714286,73.3,17.2957142857,2.35714285714,300.54999999999995,278.87857142856996,304.25,295.95,36.6,1
479,sj,1999,28.0,0.0545,0.067425,0.1345667,0.09766,29.53,299.79,299.835714286,296.394285714,302.4,297.5,58.2,81.8471428571,29.53,17.8042857143,2.5,300.4214285714,279.82142857143,305.95,296.45,17.5,1
480,sj,1999,29.0,0.1169,0.0494,0.2071143,0.1935286,96.36,299.85,299.857142857,296.861428571,301.9,298.5,66.52,83.9185714286,96.36,18.3228571429,2.0,299.84999999999997,278.62142857143,304.25,294.84999999999997,56.2,1
481,sj,1999,30.0,0.0101,0.089,0.2987143,0.1783571,8.53,300.064285714,300.15,296.474285714,302.6,298.0,32.44,80.9685714286,8.53,17.9028571429,2.47142857143,301.25,279.67857142856997,305.95,297.04999999999995,19.9,3
482,sj,1999,31.0,-0.07305,0.020225,0.1632429,0.1692429,22.01,300.498571429,300.485714286,297.047142857,302.8,298.8,29.35,81.6728571429,22.01,18.5571428571,2.42857142857,301.52142857139995,279.42142857143,305.95,295.95,18.8,3
483,sj,1999,32.0,-0.031450000000000006,0.11395,0.2125714,0.1689143,44.23,299.97,300.007142857,296.742857143,302.6,298.4,61.7,82.6457142857,44.23,18.2128571429,1.84285714286,301.2357142857,279.50714285713997,304.84999999999997,297.04999999999995,26.7,1
484,sj,1999,33.0,0.01015,0.0687,0.1973,0.1710857,31.78,300.327142857,300.285714286,296.857142857,302.4,298.9,46.2,81.3871428571,31.78,18.3328571429,2.02857142857,301.52142857139995,279.50714285713997,304.84999999999997,298.15,10.0,3
485,sj,1999,34.0,-0.01465,0.03655,0.1689,0.1532571,133.65,300.227142857,300.285714286,296.86,302.8,298.7,61.8,81.9985714286,133.65,18.36,2.14285714286,301.0071428571,279.99285714286,307.04999999999995,297.04999999999995,78.5,1
486,sj,1999,35.0,0.036175,0.1278225242290522,0.20313015218956043,0.1876,30.98,300.458571429,300.435714286,296.895714286,302.7,299.1,25.74,81.0028571429,30.98,18.41,1.98571428571,301.33571428569996,280.17857142856997,305.95,297.04999999999995,69.7,3
487,sj,1999,36.0,0.087,0.06035,0.0897,0.0988,66.06,300.584285714,300.621428571,296.801428571,302.8,298.8,40.7,79.9657142857,66.06,18.31,2.21428571429,301.45,279.19285714285996,304.84999999999997,298.15,32.5,3
488,sj,1999,37.0,-0.0121,0.067475,0.1585833,0.1250857,121.24,300.961428571,301.021428571,297.084285714,303.2,299.5,34.13,79.6971428571,121.24,18.71,2.15714285714,301.56428571429996,279.99285714286,307.04999999999995,297.54999999999995,35.1,3
489,sj,1999,38.0,0.08305,0.06535,0.1360286,0.1046286,44.44,300.572857143,300.621428571,296.701428571,302.8,298.3,30.4,79.39,44.44,18.2142857143,2.7,301.6071428571,279.75,305.34999999999997,297.54999999999995,31.3,3
490,sj,1999,39.0,0.05016667,0.03946667,0.1699833,0.1612833,62.41,300.644285714,300.635714286,296.824285714,303.5,298.9,64.72,79.8371428571,62.41,18.3457142857,2.21428571429,301.86428571429997,281.10714285714,307.54999999999995,297.04999999999995,38.9,3
491,sj,1999,40.0,0.1322,0.01383333,0.2102286,0.1405857,52.34,300.497142857,300.6,296.657142857,302.5,298.5,22.37,79.6742857143,52.34,18.12,1.94285714286,301.15,280.13571428571,305.95,296.45,16.2,3
492,sj,1999,41.0,-0.0864,0.12685,0.09071667,0.05796667,45.32,299.827142857,299.835714286,295.871428571,301.7,298.5,41.31,79.16,45.32,17.3042857143,1.95714285714,300.32142857139996,279.59285714286,304.25,296.45,27.8,2
493,sj,1999,42.0,-0.03668333333333334,0.1278225242290522,0.20313015218956043,0.037475,171.59,300.025714286,300.014285714,296.82,301.6,298.7,40.8,82.6571428571,171.59,18.3157142857,1.85714285714,299.9071428571,278.19285714285996,304.25,297.04999999999995,71.5,1
494,sj,1999,43.0,0.013033333333333327,0.009325,0.1754833,0.07245714,67.94,299.804285714,300.035714286,297.13,301.9,298.7,138.1,85.3771428571,67.94,18.7428571429,2.18571428571,300.82142857139996,279.45,305.34999999999997,296.45,58.4,1
495,sj,1999,44.0,0.06275,0.1034,0.1734571,0.1658833,4.84,299.96,299.942857143,296.531428571,302.0,298.0,24.52,81.6285714286,4.84,18.0142857143,1.88571428571,300.59285714289996,279.69285714285996,305.34999999999997,297.04999999999995,40.9,2
496,sj,1999,45.0,0.1235,0.095575,0.08925,0.08956667,20.03,299.304285714,299.378571429,295.871428571,301.0,298.0,53.27,81.4885714286,20.03,17.2985714286,2.04285714286,300.03571428569995,279.00714285713997,303.75,297.04999999999995,37.1,2
497,sj,1999,46.0,-0.0454,0.0747,0.05148,0.03943333,83.66,298.968571429,299.078571429,296.33,301.3,298.0,104.51,85.4042857143,83.66,17.8171428571,1.81428571429,299.86428571429997,278.95,303.75,295.95,62.1,2
498,sj,1999,47.0,0.0005,0.0712,0.1077,0.08874,45.70209134615384,298.732857143,298.878571429,296.285714286,300.8,297.1,40.1255940934066,86.4057142857,45.70209134615384,17.87,1.9,299.75,277.67857142856997,304.84999999999997,296.45,39.362293956043956,2
499,sj,1999,48.0,0.1536,0.104775,0.1132333,0.09898571,2.11,298.782857143,299.057142857,294.775714286,301.0,296.8,8.7,78.6828571429,2.11,16.2071428571,3.25714285714,299.25,280.62142857143,303.75,294.25,13.2,2
500,sj,1999,49.0,0.12958999999999998,0.0881,0.2564667,0.2146,63.47,297.332857143,297.3,293.974285714,298.9,296.2,107.84,81.8642857143,63.47,15.4157142857,1.4,298.07857142859996,277.76428571429,302.04999999999995,294.84999999999997,126.0,2
501,sj,1999,50.0,0.10558,0.078075,0.1300286,0.07642857,0.0,297.4,297.392857143,292.161428571,298.7,296.3,8.78,72.6528571429,0.0,13.73,1.81428571429,298.09285714289996,277.97857142857,301.45,293.75,7.6,2
502,sj,1999,51.0,0.1088,0.12705,0.1088714,0.09908571,0.0,297.382857143,297.514285714,292.964285714,299.4,296.1,14.5,76.4971428571,0.0,14.4371428571,1.8,297.9928571429,278.04999999999995,300.95,294.84999999999997,10.9,2
503,sj,2000,52.0,-0.1336,0.1278225242290522,0.20313015218956043,0.08631111,40.35,298.367142857,298.307142857,293.887142857,300.3,296.4,12.34,76.3171428571,40.35,15.2571428571,2.64285714286,298.6214285714,279.70714285713996,302.54999999999995,294.25,7.9,2
